postcode,ladcd,inferred_postcode_dist_m,price_pcm,bedrooms,bathrooms,property_type,lat,lon,first_seen,last_seen,furnished,floor_area_sqm
E14 4EF,E09000030,59.11071100952071,1720.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,50.817941
E9 7AT,E09000012,19.534134575016488,2700.0,1,1,flat,51.54155078051088,-0.0469564626300851,2025-11-24,2025-12-24,,39.390872
SE18 7JQ,E09000011,19.864619919163218,2000.0,2,2,flat,51.48560801971954,0.0715256752848378,2025-11-24,2025-12-24,True,
SE10 9PN,E09000011,13.867656837967594,1650.0,1,1,flat,51.48441142925659,0.0014763756994404,2025-11-24,2025-12-24,True,
E7 0QR,E09000025,31.198673664709467,2995.0,4,2,house,51.54759244808232,0.0260231599625818,2025-11-24,2025-12-24,True,89.279783
E14 4EF,E09000030,59.11071100952071,2495.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,3200.0,3,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,81.661737
E16 3EL,E09000025,41.3497710271798,1800.0,1,1,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,True,
E16 3EL,E09000025,41.3497710271798,2167.0,1,1,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,True,53.233419
E14 4EF,E09000030,59.11071100952071,3400.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,4300.0,3,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,2400.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E1 2RA,E09000030,10.897649847648996,2648.0,4,2,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,
E3 2BJ,E09000030,10.367289863472623,1733.0,1,1,flat,51.528214625390866,-0.0255862901813633,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,1850.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,3000.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,,
SE22 9EN,E09000028,15.23920177333602,2250.0,2,1,flat,51.45459079689119,-0.072605103626943,2025-11-24,2025-12-24,True,
SE23 2PP,E09000023,53.71890840727219,1800.0,2,2,flat,51.44008573080568,-0.0501683592417061,2025-11-24,2025-12-24,True,
SE10 9PN,E09000011,13.867656837967594,1850.0,2,1,flat,51.48441142925659,0.0014763756994404,2025-11-24,2025-12-24,True,
E20 1DE,E09000025,7.522271109262592,3302.0,2,1,flat,51.54625402868852,-0.0106383360655737,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,2708.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,4030.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,3500.0,4,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,False,
E16 3EL,E09000025,41.3497710271798,2000.0,2,2,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,,
SE15 5HS,E09000028,67.36846870808105,1650.0,2,1,flat,51.47272123182247,-0.0671242525967894,2025-11-24,2025-12-24,False,
SE15 5HS,E09000028,67.36846870808105,1995.0,2,1,flat,51.47272123182247,-0.0671242525967894,2025-11-24,2025-12-24,False,
E16 3EL,E09000025,41.3497710271798,2500.0,2,2,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,2500.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E13 0BE,E09000025,35.34124514623706,1800.0,2,1,flat,51.528290030303026,0.0258329832810867,2025-11-24,2025-12-24,True,
E15 3PA,E09000025,9.30823921277409,2700.0,2,2,flat,51.53823808930988,0.0002070392422192,2025-11-24,2025-12-24,,
SE18 7JQ,E09000011,19.864619919163218,2600.0,2,2,flat,51.48560801971954,0.0715256752848378,2025-11-24,2025-12-24,True,
E1 2RA,E09000030,10.897649847648996,3467.0,4,2,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,
E2 6PT,E09000030,5.220409898791313,1800.0,2,1,flat,51.530220040523695,-0.0621844975062344,2025-11-24,2025-12-24,True,
E13 0BE,E09000025,35.34124514623706,1550.0,1,1,flat,51.528290030303026,0.0258329832810867,2025-11-24,2025-12-24,False,33.909595
IG11 7QY,E09000002,11.281097236433313,3300.0,4,2,flat,51.53468281562882,0.0920882582417582,2025-11-24,2025-12-24,False,
SE3 0AA,E09000011,86.15602620023982,2300.0,2,1,flat,51.46840816181954,0.0177619947800149,2025-11-24,2025-12-24,True,70.977892
SE13 6DA,E09000023,24.771751836093213,1861.0,1,1,flat,51.45937156448912,-0.0105273793969849,2025-11-24,2025-12-24,True,
E1 2NH,E09000030,13.774225899878106,2500.0,3,1,flat,51.512471872646735,-0.0592542868217054,2025-11-24,2025-12-24,True,
SE10 9PN,E09000011,13.867656837967594,1500.0,1,1,flat,51.48441142925659,0.0014763756994404,2025-11-24,2025-12-24,False,37.997327
E14 4EF,E09000030,59.11071100952071,2650.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,70.420474
E1 2RA,E09000030,10.897649847648996,2500.0,1,1,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,,58.52889
E14 4EF,E09000030,59.11071100952071,2700.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
SE16 2TL,E09000028,29.279139816040523,1950.0,1,1,flat,51.4964575469427,-0.0554612970630717,2025-11-24,2025-12-24,True,
SE22 9EN,E09000028,15.23920177333602,2000.0,2,1,flat,51.45459079689119,-0.072605103626943,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,4030.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,90.394619
E14 4EF,E09000030,59.11071100952071,2490.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,55.555994
E14 4EF,E09000030,59.11071100952071,1647.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
SE13 6DA,E09000023,24.771751836093213,1750.0,1,1,flat,51.45937156448912,-0.0105273793969849,2025-11-24,2025-12-24,True,
E16 3EL,E09000025,41.3497710271798,1800.0,1,1,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,True,
DA14 4QY,E09000004,16.031851298556475,2800.0,5,2,flat,51.42586795244565,0.1102941195652174,2025-11-24,2025-12-24,False,
SE3 0AA,E09000011,86.15602620023982,2500.0,2,2,flat,51.46840816181954,0.0177619947800149,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,4000.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
SE16 2TL,E09000028,29.279139816040523,2400.0,1,1,flat,51.4964575469427,-0.0554612970630717,2025-11-24,2025-12-24,True,
E1 2RA,E09000030,10.897649847648996,1000.0,1,1,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,
SE16 2TL,E09000028,29.279139816040523,2750.0,2,2,house,51.4964575469427,-0.0554612970630717,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,2800.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,61.223077
E3 2BJ,E09000030,10.367289863472623,2905.0,2,2,flat,51.528214625390866,-0.0255862901813633,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,2400.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,52.397292
SE10 9PN,E09000011,13.867656837967594,2200.0,2,2,flat,51.48441142925659,0.0014763756994404,2025-11-24,2025-12-24,True,
SE8 5QS,E09000023,58.23767331970413,2200.0,2,2,flat,51.48168371325052,-0.0289139109730848,2025-11-24,2025-12-24,,
IG11 7QY,E09000002,11.281097236433313,2100.0,3,1,house,51.53468281562882,0.0920882582417582,2025-11-24,2025-12-24,False,82.962379
DA7 4NL,E09000004,92.73205665271826,3350.0,4,2,house,51.46496226679281,0.1430665818353831,2025-11-24,2025-12-24,True,
E1 2RA,E09000030,10.897649847648996,3000.0,1,1,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,53.697934
E15 3PA,E09000025,9.30823921277409,925.0,1,2,room,51.53823808930988,0.0002070392422192,2025-11-24,2025-12-24,True,
E16 3EL,E09000025,41.3497710271798,2500.0,2,2,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,True,
E15 3PA,E09000025,9.30823921277409,1600.0,1,1,flat,51.53823808930988,0.0002070392422192,2025-11-24,2025-12-24,True,
IG1 1DB,E09000026,30.773573456982724,2050.0,2,2,flat,51.559147116666665,0.0727432837837838,2025-11-24,2025-12-24,True,61.966301
E1 2RA,E09000030,10.897649847648996,6150.0,3,2,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,
SE10 9PN,E09000011,13.867656837967594,2400.0,2,2,flat,51.48441142925659,0.0014763756994404,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,2750.0,2,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
IG1 1DB,E09000026,30.773573456982724,2100.0,2,2,flat,51.559147116666665,0.0727432837837838,2025-11-24,2025-12-24,True,66.518548
IG1 1DB,E09000026,30.773573456982724,2050.0,2,2,flat,51.559147116666665,0.0727432837837838,2025-11-24,2025-12-24,True,66.518548
IG1 1DB,E09000026,30.773573456982724,1899.0,2,2,flat,51.559147116666665,0.0727432837837838,2025-11-24,2025-12-24,False,66.518548
E14 4EF,E09000030,59.11071100952071,3650.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,2450.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E1 2RA,E09000030,10.897649847648996,3200.0,2,2,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,,70.884989
SE10 9PN,E09000011,13.867656837967594,1950.0,1,1,flat,51.48441142925659,0.0014763756994404,2025-11-24,2025-12-24,True,45.615373
E14 4EF,E09000030,59.11071100952071,2990.0,3,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,6110.0,6,8,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E15 3PA,E09000025,9.30823921277409,2700.0,3,2,flat,51.53823808930988,0.0002070392422192,2025-11-24,2025-12-24,True,
E3 2BJ,E09000030,10.367289863472623,2750.0,2,2,flat,51.528214625390866,-0.0255862901813633,2025-11-24,2025-12-24,True,
SE16 2TL,E09000028,29.279139816040523,2448.0,2,2,flat,51.4964575469427,-0.0554612970630717,2025-11-24,2025-12-24,True,
SE16 2TL,E09000028,29.279139816040523,4117.0,3,3,flat,51.4964575469427,-0.0554612970630717,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,3640.0,3,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,3400.0,3,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E1 2RA,E09000030,10.897649847648996,3170.0,2,1,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,70.792086
E1 2RA,E09000030,10.897649847648996,1950.0,2,1,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,1825.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,False,44.779246
E2 6PT,E09000030,5.220409898791313,2691.0,2,1,flat,51.530220040523695,-0.0621844975062344,2025-11-24,2025-12-24,True,
SE28 8RW,E09000011,46.77720625435164,1550.0,2,2,flat,51.501109610606065,0.1041840227272727,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,1895.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
SE4 2SU,E09000023,33.598021533818134,1600.0,2,1,flat,51.46180096347607,-0.0354360340050377,2025-11-24,2025-12-24,True,
SE3 0AA,E09000011,86.15602620023982,2800.0,3,2,house,51.46840816181954,0.0177619947800149,2025-11-24,2025-12-24,False,
SE8 5QS,E09000023,58.23767331970413,2200.0,2,2,flat,51.48168371325052,-0.0289139109730848,2025-11-24,2025-12-24,True,73.39337
E14 4EF,E09000030,59.11071100952071,4983.0,5,4,house,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
SE1 4YG,E09000028,23.641484686942793,2750.0,3,1,house,51.498221639357645,-0.0903571355470876,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,4983.0,5,4,house,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,2150.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E1 2NH,E09000030,13.774225899878106,2545.0,1,1,flat,51.512471872646735,-0.0592542868217054,2025-11-24,2025-12-24,True,
SE1 4YG,E09000028,23.641484686942793,2095.0,2,1,flat,51.498221639357645,-0.0903571355470876,2025-11-24,2025-12-24,True,
E1 2RA,E09000030,10.897649847648996,2950.0,3,1,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,False,
SE2 9LW,E09000011,39.30875872324085,2400.0,3,2,flat,51.49144939694656,0.1143689175572519,2025-11-24,2025-12-24,,0.092903
E16 3EL,E09000025,41.3497710271798,2150.0,2,1,house,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,True,
SE18 7JQ,E09000011,19.864619919163218,2350.0,3,1,house,51.48560801971954,0.0715256752848378,2025-11-24,2025-12-24,False,0.092903
E1 2RA,E09000030,10.897649847648996,1842.0,2,1,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,False,55.7418
SE1 4YG,E09000028,23.641484686942793,3150.0,3,2,flat,51.498221639357645,-0.0903571355470876,2025-11-24,2025-12-24,True,0.092903
SE10 9PN,E09000011,13.867656837967594,1850.0,2,1,flat,51.48441142925659,0.0014763756994404,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,1842.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,56.949539
E16 3EL,E09000025,41.3497710271798,2400.0,1,1,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,True,64.288876
SE12 9ED,E09000011,49.88779213955302,2300.0,3,1,house,51.44613218094089,0.0266843703256936,2025-11-24,2025-12-24,False,81.197222
BR1 3TB,E09000006,76.67921485484909,2500.0,3,1,house,51.41072477427068,0.0194396891439502,2025-11-24,2025-12-24,False,0.092903
SE14 5QF,E09000023,30.371355145934814,2000.0,2,1,flat,51.4754957029703,-0.0430879356435643,2025-11-24,2025-12-24,False,
SE18 7JQ,E09000011,19.864619919163218,1500.0,1,1,flat,51.48560801971954,0.0715256752848378,2025-11-24,2025-12-24,True,
SE10 9PN,E09000011,13.867656837967594,2500.0,2,1,flat,51.48441142925659,0.0014763756994404,2025-11-24,2025-12-24,False,
SE14 5QF,E09000023,30.371355145934814,2195.0,2,1,house,51.4754957029703,-0.0430879356435643,2025-11-24,2025-12-24,,
SE6 2NF,E09000023,67.63797200908304,1595.0,2,1,house,51.43855634680985,-0.0175772514213518,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,2903.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
SE1 4YG,E09000028,23.641484686942793,2968.0,2,2,flat,51.498221639357645,-0.0903571355470876,2025-11-24,2025-12-24,True,
E16 3EL,E09000025,41.3497710271798,2383.0,2,2,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,True,
E3 2BJ,E09000030,10.367289863472623,1600.0,1,1,flat,51.528214625390866,-0.0255862901813633,2025-11-24,2025-12-24,False,40.784417
E16 3EL,E09000025,41.3497710271798,2300.0,2,2,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,True,
SE13 6DA,E09000023,24.771751836093213,1395.0,1,1,flat,51.45937156448912,-0.0105273793969849,2025-11-24,2025-12-24,False,
SE16 2TL,E09000028,29.279139816040523,2200.0,3,1,flat,51.4964575469427,-0.0554612970630717,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,1675.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,2550.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,False,
SE9 5AF,E09000011,105.24903364158591,1850.0,3,1,flat,51.44618877155911,0.0545730890919474,2025-11-24,2025-12-24,,
SE15 5HS,E09000028,67.36846870808105,1550.0,1,1,flat,51.47272123182247,-0.0671242525967894,2025-11-24,2025-12-24,False,
SE8 5QS,E09000023,58.23767331970413,2400.0,2,2,flat,51.48168371325052,-0.0289139109730848,2025-11-24,2025-12-24,,
EC3M 5HR,E09000001,11.628366639940491,6000.0,2,2,flat,51.512659474489794,-0.0797814387755102,2025-11-24,2025-12-24,,88.072044
E14 4EF,E09000030,59.11071100952071,3250.0,2,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E15 3PA,E09000025,9.30823921277409,2000.0,1,1,flat,51.53823808930988,0.0002070392422192,2025-11-24,2025-12-24,True,
SE18 7JQ,E09000011,19.864619919163218,2850.0,2,3,house,51.48560801971954,0.0715256752848378,2025-11-24,2025-12-24,True,
SE6 2NF,E09000023,67.63797200908304,1850.0,2,2,flat,51.43855634680985,-0.0175772514213518,2025-11-24,2025-12-24,False,
SE15 5HS,E09000028,67.36846870808105,1550.0,1,1,flat,51.47272123182247,-0.0671242525967894,2025-11-24,2025-12-24,False,
RM13 8SS,E09000016,36.5354645860183,2200.0,3,1,flat,51.52336367165669,0.1914785868263473,2025-11-24,2025-12-24,False,
RM13 8SS,E09000016,36.5354645860183,1750.0,2,1,flat,51.52336367165669,0.1914785868263473,2025-11-24,2025-12-24,,
RM13 8SS,E09000016,36.5354645860183,2150.0,3,1,flat,51.52336367165669,0.1914785868263473,2025-11-24,2025-12-24,False,
RM13 8SS,E09000016,36.5354645860183,2100.0,3,1,flat,51.52336367165669,0.1914785868263473,2025-11-24,2025-12-24,,
E14 4EF,E09000030,59.11071100952071,1750.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E16 3EL,E09000025,41.3497710271798,1950.0,1,1,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,True,
E16 3EL,E09000025,41.3497710271798,1200.0,1,2,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,True,
SE4 2SU,E09000023,33.598021533818134,2200.0,3,1,flat,51.46180096347607,-0.0354360340050377,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,2450.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
SE18 7JQ,E09000011,19.864619919163218,2050.0,1,1,flat,51.48560801971954,0.0715256752848378,2025-11-24,2025-12-24,True,
SE13 6DA,E09000023,24.771751836093213,775.0,1,2,room,51.45937156448912,-0.0105273793969849,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,3000.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
SE16 2TL,E09000028,29.279139816040523,4225.0,2,2,flat,51.4964575469427,-0.0554612970630717,2025-11-24,2025-12-24,False,
DA14 4QY,E09000004,16.031851298556475,1750.0,2,1,flat,51.42586795244565,0.1102941195652174,2025-11-24,2025-12-24,False,
SE23 2PP,E09000023,53.71890840727219,2000.0,2,2,flat,51.44008573080568,-0.0501683592417061,2025-11-24,2025-12-24,,
SE15 5HS,E09000028,67.36846870808105,2500.0,2,1,house,51.47272123182247,-0.0671242525967894,2025-11-24,2025-12-24,False,
SE15 5HS,E09000028,67.36846870808105,1450.0,1,1,flat,51.47272123182247,-0.0671242525967894,2025-11-24,2025-12-24,True,
E16 3EL,E09000025,41.3497710271798,2500.0,2,2,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,True,
E16 3EL,E09000025,41.3497710271798,2650.0,2,2,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,3683.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E16 3EL,E09000025,41.3497710271798,2100.0,2,1,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,,
SE15 5HS,E09000028,67.36846870808105,2100.0,1,1,flat,51.47272123182247,-0.0671242525967894,2025-11-24,2025-12-24,False,
E1 2RA,E09000030,10.897649847648996,3198.0,2,2,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,
BR3 3NR,E09000006,91.30614914072127,1650.0,2,1,flat,51.403269175707,-0.0318682665739452,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,2578.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,False,
E6 3QL,E09000025,17.27085379268786,2250.0,2,2,flat,51.525208512769154,0.0551692073109664,2025-11-24,2025-12-24,True,82.49786399999999
E16 3EL,E09000025,41.3497710271798,1900.0,2,1,house,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,True,
SE1 4YG,E09000028,23.641484686942793,3500.0,2,2,flat,51.498221639357645,-0.0903571355470876,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,2000.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,,
SE7 7PL,E09000011,58.68575247274414,3200.0,3,3,house,51.48532081896552,0.0314575,2025-11-24,2025-12-24,False,
DA7 4NL,E09000004,92.73205665271826,1999.0,4,1,house,51.46496226679281,0.1430665818353831,2025-11-24,2025-12-24,,
IG11 7QY,E09000002,11.281097236433313,800.0,1,1,room,51.53468281562882,0.0920882582417582,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,1725.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
DA16 3AD,E09000004,54.34587748284315,1650.0,2,1,house,51.46448106032171,0.1089950804289544,2025-11-24,2025-12-24,,
DA7 4NL,E09000004,92.73205665271826,1800.0,2,1,house,51.46496226679281,0.1430665818353831,2025-11-24,2025-12-24,True,
SE16 2TL,E09000028,29.279139816040523,2600.0,2,2,flat,51.4964575469427,-0.0554612970630717,2025-11-24,2025-12-24,True,67.261772
E13 0BE,E09000025,35.34124514623706,875.0,1,2,room,51.528290030303026,0.0258329832810867,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,3200.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E1 2RA,E09000030,10.897649847648996,5500.0,6,2,house,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,
SE18 7JQ,E09000011,19.864619919163218,1795.0,2,1,flat,51.48560801971954,0.0715256752848378,2025-11-24,2025-12-24,True,
E2 6PT,E09000030,5.220409898791313,3050.0,3,1,flat,51.530220040523695,-0.0621844975062344,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,1895.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E11 3FG,E09000031,15.72257176547301,1600.0,1,1,flat,51.56724237640822,0.0115676182902584,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,2490.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
RM9 5RX,E09000002,278.04290806491275,2100.0,3,1,house,51.544081404191616,0.1371889500998004,2025-11-24,2025-12-24,False,
SE10 9PN,E09000011,13.867656837967594,1750.0,1,1,flat,51.48441142925659,0.0014763756994404,2025-11-24,2025-12-24,True,45.52247
E16 3EL,E09000025,41.3497710271798,1733.0,1,1,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,True,
SE10 9PN,E09000011,13.867656837967594,2600.0,2,2,flat,51.48441142925659,0.0014763756994404,2025-11-24,2025-12-24,True,
E6 3QL,E09000025,17.27085379268786,750.0,1,1,room,51.525208512769154,0.0551692073109664,2025-11-24,2025-12-24,True,
E3 2BJ,E09000030,10.367289863472623,2800.0,3,2,flat,51.528214625390866,-0.0255862901813633,2025-11-24,2025-12-24,True,85.00624499999999
SE16 2TL,E09000028,29.279139816040523,2600.0,2,2,flat,51.4964575469427,-0.0554612970630717,2025-11-24,2025-12-24,True,
SE2 9LW,E09000011,39.30875872324085,1850.0,3,1,house,51.49144939694656,0.1143689175572519,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,1850.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,2297.0,3,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E15 3PA,E09000025,9.30823921277409,2450.0,3,1,flat,51.53823808930988,0.0002070392422192,2025-11-24,2025-12-24,,
E1 2RA,E09000030,10.897649847648996,3500.0,2,2,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,2250.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
SE1 4YG,E09000028,23.641484686942793,1800.0,1,1,flat,51.498221639357645,-0.0903571355470876,2025-11-24,2025-12-24,,
E14 4EF,E09000030,59.11071100952071,2999.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
SE8 5QS,E09000023,58.23767331970413,1800.0,1,1,flat,51.48168371325052,-0.0289139109730848,2025-11-24,2025-12-24,True,
SE18 7JQ,E09000011,19.864619919163218,2000.0,1,1,flat,51.48560801971954,0.0715256752848378,2025-11-24,2025-12-24,True,60.294047
E14 4EF,E09000030,59.11071100952071,2197.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
SE23 2PP,E09000023,53.71890840727219,2000.0,3,1,flat,51.44008573080568,-0.0501683592417061,2025-11-24,2025-12-24,False,
IG11 7QY,E09000002,11.281097236433313,1800.0,2,1,flat,51.53468281562882,0.0920882582417582,2025-11-24,2025-12-24,,
E14 4EF,E09000030,59.11071100952071,1850.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
SE3 0AA,E09000011,86.15602620023982,1700.0,1,1,flat,51.46840816181954,0.0177619947800149,2025-11-24,2025-12-24,False,
SE16 2TL,E09000028,29.279139816040523,2300.0,1,1,flat,51.4964575469427,-0.0554612970630717,2025-11-24,2025-12-24,False,58.250181
E14 4EF,E09000030,59.11071100952071,3000.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
IG11 7QY,E09000002,11.281097236433313,1625.0,2,2,flat,51.53468281562882,0.0920882582417582,2025-11-24,2025-12-24,False,
SE1 4YG,E09000028,23.641484686942793,1650.0,1,1,flat,51.498221639357645,-0.0903571355470876,2025-11-24,2025-12-24,True,
SE13 6DA,E09000023,24.771751836093213,1600.0,1,1,flat,51.45937156448912,-0.0105273793969849,2025-11-24,2025-12-24,True,
E15 3PA,E09000025,9.30823921277409,1550.0,1,1,flat,51.53823808930988,0.0002070392422192,2025-11-24,2025-12-24,True,
